TransactionID,CustomerName,Date,Items,Original_Items,Cleaned_Items,Sorted_Items,cleaned_items
1449,Cheryl King,2025-02-21,"Onions,Sugar,Salt,Tea,Cheese","['Onions', 'Sugar', 'Salt', 'Tea', 'Cheese']","['onions', 'sugar', 'salt', 'tea', 'cheese']","['cheese', 'onions', 'salt', 'sugar', 'tea']",cheese; onions; salt; sugar; tea
1450,Joseph Forbes,2025-11-04,"Chicken,Milk,Bananas,Sugar,Cheese,Pasta","['Chicken', 'Milk', 'Bananas', 'Sugar', 'Cheese', 'Pasta']","['chicken', 'milk', 'bananas', 'sugar', 'cheese', 'pasta']","['bananas', 'cheese', 'chicken', 'milk', 'pasta', 'sugar']",bananas; cheese; chicken; milk; pasta; sugar
1451,Jesse Wright,2025-07-27,"Tea,Beef,Tomatoes,Onions,Sugar","['Tea', 'Beef', 'Tomatoes', 'Onions', 'Sugar']","['tea', 'beef', 'tomatoes', 'onions', 'sugar']","['beef', 'onions', 'sugar', 'tea', 'tomatoes']",beef; onions; sugar; tea; tomatoes
1452,Tyler Madden,2025-08-02,"Grapes,Sugar,Chicken,Cheese","['Grapes', 'Sugar', 'Chicken', 'Cheese']","['grapes', 'sugar', 'chicken', 'cheese']","['cheese', 'chicken', 'grapes', 'sugar']",cheese; chicken; grapes; sugar
1453,Heather Benson,2025-01-17,"Bread,Chicken","['Bread', 'Chicken']","['bread', 'chicken']","['bread', 'chicken']",bread; chicken
1454,Christie Norton,2024-12-21,"Fish,Juice,Soap,Bread,Bananas","['Fish', 'Juice', 'Soap', 'Bread', 'Bananas']","['fish', 'juice', 'soap', 'bread', 'bananas']","['bananas', 'bread', 'fish', 'juice', 'soap']",bananas; bread; fish; juice; soap
1455,Mario Alvarez,2025-02-11,"Onions,Shampoo,Apples,Oil,Rice,Salt,Cheese","['Onions', 'Shampoo', 'Apples', 'Oil', 'Rice', 'Salt', 'Cheese']","['onions', 'shampoo', 'apples', 'oil', 'rice', 'salt', 'cheese']","['apples', 'cheese', 'oil', 'onions', 'rice', 'salt', 'shampoo']",apples; cheese; oil; onions; rice; salt; shampoo
1456,Bobby Jefferson,2024-11-27,"Oil,Bananas","['Oil', 'Bananas']","['oil', 'bananas']","['bananas', 'oil']",bananas; oil
1457,Jose Khan,2025-01-15,"Sugar,Shampoo,Butter","['Sugar', 'Shampoo', 'Butter']","['sugar', 'shampoo', 'butter']","['butter', 'shampoo', 'sugar']",butter; shampoo; sugar
1458,Andrew Smith,2025-08-02,"Potatoes,Juice,Beef,Bananas,Shampoo,Cereal","['Potatoes', 'Juice', 'Beef', 'Bananas', 'Shampoo', 'Cereal']","['potatoes', 'juice', 'beef', 'bananas', 'shampoo', 'cereal']","['bananas', 'beef', 'cereal', 'juice', 'potatoes', 'shampoo']",bananas; beef; cereal; juice; potatoes; shampoo
1459,Erika Chan,2025-09-06,"Butter,Tomatoes,Rice,Oranges,Pasta,Potatoes,Soap","['Butter', 'Tomatoes', 'Rice', 'Oranges', 'Pasta', 'Potatoes', 'Soap']","['butter', 'tomatoes', 'rice', 'oranges', 'pasta', 'potatoes', 'soap']","['butter', 'oranges', 'pasta', 'potatoes', 'rice', 'soap', 'tomatoes']",butter; oranges; pasta; potatoes; rice; soap; tomatoes
1460,Teresa Duran,2025-05-29,"Milk,Shampoo,Tomatoes","['Milk', 'Shampoo', 'Tomatoes']","['milk', 'shampoo', 'tomatoes']","['milk', 'shampoo', 'tomatoes']",milk; shampoo; tomatoes
1461,Thomas Hall,2025-03-28,"Yogurt,Grapes,Apples,Oil,Salt,Rice","['Yogurt', 'Grapes', 'Apples', 'Oil', 'Salt', 'Rice']","['yogurt', 'grapes', 'apples', 'oil', 'salt', 'rice']","['apples', 'grapes', 'oil', 'rice', 'salt', 'yogurt']",apples; grapes; oil; rice; salt; yogurt
1462,Kristina Wells,2025-09-05,"Apples,Bread,Sugar,Cereal,Soap,Salt","['Apples', 'Bread', 'Sugar', 'Cereal', 'Soap', 'Salt']","['apples', 'bread', 'sugar', 'cereal', 'soap', 'salt']","['apples', 'bread', 'cereal', 'salt', 'soap', 'sugar']",apples; bread; cereal; salt; soap; sugar
1463,Joseph Hernandez,2025-08-29,"Pasta,Soap,Sugar,Butter,Beef,Flour,Oil","['Pasta', 'Soap', 'Sugar', 'Butter', 'Beef', 'Flour', 'Oil']","['pasta', 'soap', 'sugar', 'butter', 'beef', 'flour', 'oil']","['beef', 'butter', 'flour', 'oil', 'pasta', 'soap', 'sugar']",beef; butter; flour; oil; pasta; soap; sugar
1464,Karen Martinez,2025-03-25,"Flour,Eggs,Bread,Coffee,Chicken,Yogurt,Bananas","['Flour', 'Eggs', 'Bread', 'Coffee', 'Chicken', 'Yogurt', 'Bananas']","['flour', 'eggs', 'bread', 'coffee', 'chicken', 'yogurt', 'bananas']","['bananas', 'bread', 'chicken', 'coffee', 'eggs', 'flour', 'yogurt']",bananas; bread; chicken; coffee; eggs; flour; yogurt
1465,Jennifer Wilson,2024-12-05,"Eggs,Grapes,Shampoo","['Eggs', 'Grapes', 'Shampoo']","['eggs', 'grapes', 'shampoo']","['eggs', 'grapes', 'shampoo']",eggs; grapes; shampoo
1466,Albert Fowler,2025-05-21,"Butter,Yogurt,Fish,Toothpaste,Potatoes,Onions,Rice","['Butter', 'Yogurt', 'Fish', 'Toothpaste', 'Potatoes', 'Onions', 'Rice']","['butter', 'yogurt', 'fish', 'toothpaste', 'potatoes', 'onions', 'rice']","['butter', 'fish', 'onions', 'potatoes', 'rice', 'toothpaste', 'yogurt']",butter; fish; onions; potatoes; rice; toothpaste; yogurt
1467,Thomas Russell,2025-04-20,"Yogurt,Coffee,Chicken,Apples,Potatoes,Oranges","['Yogurt', 'Coffee', 'Chicken', 'Apples', 'Potatoes', 'Oranges']","['yogurt', 'coffee', 'chicken', 'apples', 'potatoes', 'oranges']","['apples', 'chicken', 'coffee', 'oranges', 'potatoes', 'yogurt']",apples; chicken; coffee; oranges; potatoes; yogurt
1468,John Rios MD,2025-09-24,"Eggs,Juice,Milk,Sugar,Yogurt","['Eggs', 'Juice', 'Milk', 'Sugar', 'Yogurt']","['eggs', 'juice', 'milk', 'sugar', 'yogurt']","['eggs', 'juice', 'milk', 'sugar', 'yogurt']",eggs; juice; milk; sugar; yogurt
1469,Katherine Kennedy,2025-08-04,"Pasta,Fish,Onions","['Pasta', 'Fish', 'Onions']","['pasta', 'fish', 'onions']","['fish', 'onions', 'pasta']",fish; onions; pasta
1470,Megan Hernandez,2025-01-06,"Tomatoes,Cheese,Carrots,Tea,Juice,Coffee,Flour","['Tomatoes', 'Cheese', 'Carrots', 'Tea', 'Juice', 'Coffee', 'Flour']","['tomatoes', 'cheese', 'carrots', 'tea', 'juice', 'coffee', 'flour']","['carrots', 'cheese', 'coffee', 'flour', 'juice', 'tea', 'tomatoes']",carrots; cheese; coffee; flour; juice; tea; tomatoes
1471,Connie Frank,2025-03-31,"Onions,Cereal","['Onions', 'Cereal']","['onions', 'cereal']","['cereal', 'onions']",cereal; onions
1472,Dwayne Smith,2025-09-03,"Juice,Yogurt,Cheese","['Juice', 'Yogurt', 'Cheese']","['juice', 'yogurt', 'cheese']","['cheese', 'juice', 'yogurt']",cheese; juice; yogurt
1473,Jillian Bell,2025-09-29,"Yogurt,Coffee","['Yogurt', 'Coffee']","['yogurt', 'coffee']","['coffee', 'yogurt']",coffee; yogurt
1474,Phillip Crawford,2025-08-02,"Cheese,Juice,Milk,Oranges,Carrots,Sugar,Tea","['Cheese', 'Juice', 'Milk', 'Oranges', 'Carrots', 'Sugar', 'Tea']","['cheese', 'juice', 'milk', 'oranges', 'carrots', 'sugar', 'tea']","['carrots', 'cheese', 'juice', 'milk', 'oranges', 'sugar', 'tea']",carrots; cheese; juice; milk; oranges; sugar; tea
1475,Lee Mason,2025-06-26,"Beef,Sugar,Butter,Yogurt","['Beef', 'Sugar', 'Butter', 'Yogurt']","['beef', 'sugar', 'butter', 'yogurt']","['beef', 'butter', 'sugar', 'yogurt']",beef; butter; sugar; yogurt
1476,Stephen Riggs,2025-04-17,"Tomatoes,Salt,Sugar","['Tomatoes', 'Salt', 'Sugar']","['tomatoes', 'salt', 'sugar']","['salt', 'sugar', 'tomatoes']",salt; sugar; tomatoes
1477,Joe Anderson,2025-02-15,"Butter,Cereal,Potatoes","['Butter', 'Cereal', 'Potatoes']","['butter', 'cereal', 'potatoes']","['butter', 'cereal', 'potatoes']",butter; cereal; potatoes
1478,Bruce Jones,2025-06-12,"Potatoes,Oil,Tomatoes,Soap","['Potatoes', 'Oil', 'Tomatoes', 'Soap']","['potatoes', 'oil', 'tomatoes', 'soap']","['oil', 'potatoes', 'soap', 'tomatoes']",oil; potatoes; soap; tomatoes
1479,Pamela Kelley,2025-05-18,"Sugar,Grapes,Toothpaste,Tomatoes,Soap,Yogurt","['Sugar', 'Grapes', 'Toothpaste', 'Tomatoes', 'Soap', 'Yogurt']","['sugar', 'grapes', 'toothpaste', 'tomatoes', 'soap', 'yogurt']","['grapes', 'soap', 'sugar', 'tomatoes', 'toothpaste', 'yogurt']",grapes; soap; sugar; tomatoes; toothpaste; yogurt
1480,Kristin Horn,2025-03-03,"Milk,Shampoo","['Milk', 'Shampoo']","['milk', 'shampoo']","['milk', 'shampoo']",milk; shampoo
1481,Brooke Gonzalez,2025-01-19,"Cereal,Milk,Sugar,Rice","['Cereal', 'Milk', 'Sugar', 'Rice']","['cereal', 'milk', 'sugar', 'rice']","['cereal', 'milk', 'rice', 'sugar']",cereal; milk; rice; sugar
1482,Patricia Everett,2025-08-06,"Juice,Apples,Shampoo,Grapes,Chicken,Oranges,Pasta","['Juice', 'Apples', 'Shampoo', 'Grapes', 'Chicken', 'Oranges', 'Pasta']","['juice', 'apples', 'shampoo', 'grapes', 'chicken', 'oranges', 'pasta']","['apples', 'chicken', 'grapes', 'juice', 'oranges', 'pasta', 'shampoo']",apples; chicken; grapes; juice; oranges; pasta; shampoo
1483,Tiffany Fields,2025-10-17,"Rice,Tomatoes,Beef,Milk,Yogurt,Butter","['Rice', 'Tomatoes', 'Beef', 'Milk', 'Yogurt', 'Butter']","['rice', 'tomatoes', 'beef', 'milk', 'yogurt', 'butter']","['beef', 'butter', 'milk', 'rice', 'tomatoes', 'yogurt']",beef; butter; milk; rice; tomatoes; yogurt
1484,Samantha Medina,2025-02-12,"Carrots,Bananas,Fish","['Carrots', 'Bananas', 'Fish']","['carrots', 'bananas', 'fish']","['bananas', 'carrots', 'fish']",bananas; carrots; fish
1485,Patrick Williams,2025-05-11,"Bananas,Potatoes,Oranges,Sugar","['Bananas', 'Potatoes', 'Oranges', 'Sugar']","['bananas', 'potatoes', 'oranges', 'sugar']","['bananas', 'oranges', 'potatoes', 'sugar']",bananas; oranges; potatoes; sugar
1486,Cristina Chan,2025-10-06,"Juice,Eggs,Coffee","['Juice', 'Eggs', 'Coffee']","['juice', 'eggs', 'coffee']","['coffee', 'eggs', 'juice']",coffee; eggs; juice
1487,Fernando Saunders,2025-10-16,"Carrots,Cheese,Butter,Toothpaste","['Carrots', 'Cheese', 'Butter', 'Toothpaste']","['carrots', 'cheese', 'butter', 'toothpaste']","['butter', 'carrots', 'cheese', 'toothpaste']",butter; carrots; cheese; toothpaste
1488,Maurice Ware,2025-10-21,"Bread,Yogurt,Soap,Potatoes","['Bread', 'Yogurt', 'Soap', 'Potatoes']","['bread', 'yogurt', 'soap', 'potatoes']","['bread', 'potatoes', 'soap', 'yogurt']",bread; potatoes; soap; yogurt
1489,Vanessa Hicks,2025-08-08,"Butter,Coffee,Oil,Rice,Eggs,Tomatoes","['Butter', 'Coffee', 'Oil', 'Rice', 'Eggs', 'Tomatoes']","['butter', 'coffee', 'oil', 'rice', 'eggs', 'tomatoes']","['butter', 'coffee', 'eggs', 'oil', 'rice', 'tomatoes']",butter; coffee; eggs; oil; rice; tomatoes
1490,Nicholas Aguilar,2025-09-14,"Potatoes,Fish,Sugar,Rice,Toothpaste,Apples,Soap","['Potatoes', 'Fish', 'Sugar', 'Rice', 'Toothpaste', 'Apples', 'Soap']","['potatoes', 'fish', 'sugar', 'rice', 'toothpaste', 'apples', 'soap']","['apples', 'fish', 'potatoes', 'rice', 'soap', 'sugar', 'toothpaste']",apples; fish; potatoes; rice; soap; sugar; toothpaste
1491,Courtney Morris,2025-11-08,"Yogurt,Oil,Milk,Butter","['Yogurt', 'Oil', 'Milk', 'Butter']","['yogurt', 'oil', 'milk', 'butter']","['butter', 'milk', 'oil', 'yogurt']",butter; milk; oil; yogurt
1492,Timothy Young,2025-01-16,"Toothpaste,Potatoes,Juice","['Toothpaste', 'Potatoes', 'Juice']","['toothpaste', 'potatoes', 'juice']","['juice', 'potatoes', 'toothpaste']",juice; potatoes; toothpaste
1493,Joshua Edwards,2025-02-09,"Yogurt,Apples,Rice,Chicken,Salt","['Yogurt', 'Apples', 'Rice', 'Chicken', 'Salt']","['yogurt', 'apples', 'rice', 'chicken', 'salt']","['apples', 'chicken', 'rice', 'salt', 'yogurt']",apples; chicken; rice; salt; yogurt
1494,Anthony Simpson,2025-08-09,"Fish,Carrots,Coffee,Eggs,Sugar","['Fish', 'Carrots', 'Coffee', 'Eggs', 'Sugar']","['fish', 'carrots', 'coffee', 'eggs', 'sugar']","['carrots', 'coffee', 'eggs', 'fish', 'sugar']",carrots; coffee; eggs; fish; sugar
1495,Connor Cook,2024-11-24,"Juice,Sugar,Toothpaste,Oil","['Juice', 'Sugar', 'Toothpaste', 'Oil']","['juice', 'sugar', 'toothpaste', 'oil']","['juice', 'oil', 'sugar', 'toothpaste']",juice; oil; sugar; toothpaste
1496,Frances Perry,2025-02-05,"Grapes,Pasta,Fish,Potatoes","['Grapes', 'Pasta', 'Fish', 'Potatoes']","['grapes', 'pasta', 'fish', 'potatoes']","['fish', 'grapes', 'pasta', 'potatoes']",fish; grapes; pasta; potatoes
1497,Erica Parker,2025-01-31,"Cereal,Coffee,Cheese,Oil,Tea,Flour,Bananas","['Cereal', 'Coffee', 'Cheese', 'Oil', 'Tea', 'Flour', 'Bananas']","['cereal', 'coffee', 'cheese', 'oil', 'tea', 'flour', 'bananas']","['bananas', 'cereal', 'cheese', 'coffee', 'flour', 'oil', 'tea']",bananas; cereal; cheese; coffee; flour; oil; tea
1498,Christopher Bentley,2025-05-14,"Soap,Shampoo,Onions,Carrots,Tea,Oil","['Soap', 'Shampoo', 'Onions', 'Carrots', 'Tea', 'Oil']","['soap', 'shampoo', 'onions', 'carrots', 'tea', 'oil']","['carrots', 'oil', 'onions', 'shampoo', 'soap', 'tea']",carrots; oil; onions; shampoo; soap; tea
1499,Pamela Reed,2025-06-22,"Chicken,Salt,Soap,Carrots,Sugar,Apples,Juice","['Chicken', 'Salt', 'Soap', 'Carrots', 'Sugar', 'Apples', 'Juice']","['chicken', 'salt', 'soap', 'carrots', 'sugar', 'apples', 'juice']","['apples', 'carrots', 'chicken', 'juice', 'salt', 'soap', 'sugar']",apples; carrots; chicken; juice; salt; soap; sugar
1500,Gregory Owens,2025-06-08,"Tomatoes,Milk,Salt,Flour,Coffee,Oranges,Tea","['Tomatoes', 'Milk', 'Salt', 'Flour', 'Coffee', 'Oranges', 'Tea']","['tomatoes', 'milk', 'salt', 'flour', 'coffee', 'oranges', 'tea']","['coffee', 'flour', 'milk', 'oranges', 'salt', 'tea', 'tomatoes']",coffee; flour; milk; oranges; salt; tea; tomatoes
1501,Hannah Munoz,2025-04-26,"Grapes,Milk,Butter,Yogurt,Cheese","['Grapes', 'Milk', 'Butter', 'Yogurt', 'Cheese']","['grapes', 'milk', 'butter', 'yogurt', 'cheese']","['butter', 'cheese', 'grapes', 'milk', 'yogurt']",butter; cheese; grapes; milk; yogurt
1502,Kevin Norris,2025-08-13,"Coffee,Shampoo,Rice","['Coffee', 'Shampoo', 'Rice']","['coffee', 'shampoo', 'rice']","['coffee', 'rice', 'shampoo']",coffee; rice; shampoo
1503,Bruce Cantu,2025-05-13,"Rice,Cheese,Coffee","['Rice', 'Cheese', 'Coffee']","['rice', 'cheese', 'coffee']","['cheese', 'coffee', 'rice']",cheese; coffee; rice
1504,Kara Gross,2025-02-20,"Soap,Coffee,Rice,Sugar,Grapes","['Soap', 'Coffee', 'Rice', 'Sugar', 'Grapes']","['soap', 'coffee', 'rice', 'sugar', 'grapes']","['coffee', 'grapes', 'rice', 'soap', 'sugar']",coffee; grapes; rice; soap; sugar
1505,Ryan Graham,2024-12-25,"Oil,Apples","['Oil', 'Apples']","['oil', 'apples']","['apples', 'oil']",apples; oil
1506,Daniel Bell,2025-04-18,"Flour,Cereal,Soap","['Flour', 'Cereal', 'Soap']","['flour', 'cereal', 'soap']","['cereal', 'flour', 'soap']",cereal; flour; soap
1507,Kimberly Williams,2025-06-05,"Tea,Carrots,Grapes","['Tea', 'Carrots', 'Grapes']","['tea', 'carrots', 'grapes']","['carrots', 'grapes', 'tea']",carrots; grapes; tea
1508,Bobby Cooper,2025-05-18,"Eggs,Flour,Tea,Shampoo,Milk,Bread,Juice","['Eggs', 'Flour', 'Tea', 'Shampoo', 'Milk', 'Bread', 'Juice']","['eggs', 'flour', 'tea', 'shampoo', 'milk', 'bread', 'juice']","['bread', 'eggs', 'flour', 'juice', 'milk', 'shampoo', 'tea']",bread; eggs; flour; juice; milk; shampoo; tea
1509,Maria Kramer,2025-06-25,"Salt,Oranges,Milk,Cereal,Rice,Yogurt,Toothpaste","['Salt', 'Oranges', 'Milk', 'Cereal', 'Rice', 'Yogurt', 'Toothpaste']","['salt', 'oranges', 'milk', 'cereal', 'rice', 'yogurt', 'toothpaste']","['cereal', 'milk', 'oranges', 'rice', 'salt', 'toothpaste', 'yogurt']",cereal; milk; oranges; rice; salt; toothpaste; yogurt
1510,Timothy Torres,2025-11-09,"Grapes,Rice,Bananas,Soap","['Grapes', 'Rice', 'Bananas', 'Soap']","['grapes', 'rice', 'bananas', 'soap']","['bananas', 'grapes', 'rice', 'soap']",bananas; grapes; rice; soap
1511,Carl Neal,2025-10-14,"Flour,Grapes,Bananas,Shampoo,Coffee,Oranges,Pasta","['Flour', 'Grapes', 'Bananas', 'Shampoo', 'Coffee', 'Oranges', 'Pasta']","['flour', 'grapes', 'bananas', 'shampoo', 'coffee', 'oranges', 'pasta']","['bananas', 'coffee', 'flour', 'grapes', 'oranges', 'pasta', 'shampoo']",bananas; coffee; flour; grapes; oranges; pasta; shampoo
1512,Brandon Morgan,2025-01-15,"Rice,Grapes,Carrots,Juice,Eggs,Cheese,Sugar","['Rice', 'Grapes', 'Carrots', 'Juice', 'Eggs', 'Cheese', 'Sugar']","['rice', 'grapes', 'carrots', 'juice', 'eggs', 'cheese', 'sugar']","['carrots', 'cheese', 'eggs', 'grapes', 'juice', 'rice', 'sugar']",carrots; cheese; eggs; grapes; juice; rice; sugar
1513,Jason Leon,2025-04-25,"Oil,Potatoes,Carrots","['Oil', 'Potatoes', 'Carrots']","['oil', 'potatoes', 'carrots']","['carrots', 'oil', 'potatoes']",carrots; oil; potatoes
1514,Theresa Guerrero,2025-10-24,"Potatoes,Toothpaste,Beef,Oil,Tomatoes,Grapes","['Potatoes', 'Toothpaste', 'Beef', 'Oil', 'Tomatoes', 'Grapes']","['potatoes', 'toothpaste', 'beef', 'oil', 'tomatoes', 'grapes']","['beef', 'grapes', 'oil', 'potatoes', 'tomatoes', 'toothpaste']",beef; grapes; oil; potatoes; tomatoes; toothpaste
1515,Matthew Cline,2024-12-10,"Fish,Apples,Tomatoes,Shampoo","['Fish', 'Apples', 'Tomatoes', 'Shampoo']","['fish', 'apples', 'tomatoes', 'shampoo']","['apples', 'fish', 'shampoo', 'tomatoes']",apples; fish; shampoo; tomatoes
1516,Brandon Fernandez,2025-08-06,"Fish,Bread,Onions","['Fish', 'Bread', 'Onions']","['fish', 'bread', 'onions']","['bread', 'fish', 'onions']",bread; fish; onions
1517,Eric Stevens,2024-11-30,"Juice,Carrots,Rice,Cereal,Yogurt","['Juice', 'Carrots', 'Rice', 'Cereal', 'Yogurt']","['juice', 'carrots', 'rice', 'cereal', 'yogurt']","['carrots', 'cereal', 'juice', 'rice', 'yogurt']",carrots; cereal; juice; rice; yogurt
1518,Abigail Jones,2025-03-08,"Bananas,Potatoes","['Bananas', 'Potatoes']","['bananas', 'potatoes']","['bananas', 'potatoes']",bananas; potatoes
1519,Carrie Sosa,2024-12-19,"Eggs,Coffee,Potatoes,Oil,Salt,Carrots","['Eggs', 'Coffee', 'Potatoes', 'Oil', 'Salt', 'Carrots']","['eggs', 'coffee', 'potatoes', 'oil', 'salt', 'carrots']","['carrots', 'coffee', 'eggs', 'oil', 'potatoes', 'salt']",carrots; coffee; eggs; oil; potatoes; salt
1520,Barbara Jones,2025-05-18,"Soap,Grapes","['Soap', 'Grapes']","['soap', 'grapes']","['grapes', 'soap']",grapes; soap
1521,Nicole Cunningham,2025-06-09,"Fish,Bananas,Coffee,Shampoo,Bread,Juice","['Fish', 'Bananas', 'Coffee', 'Shampoo', 'Bread', 'Juice']","['fish', 'bananas', 'coffee', 'shampoo', 'bread', 'juice']","['bananas', 'bread', 'coffee', 'fish', 'juice', 'shampoo']",bananas; bread; coffee; fish; juice; shampoo
1522,Robert Davis,2024-12-20,"Coffee,Pasta,Onions,Flour,Rice","['Coffee', 'Pasta', 'Onions', 'Flour', 'Rice']","['coffee', 'pasta', 'onions', 'flour', 'rice']","['coffee', 'flour', 'onions', 'pasta', 'rice']",coffee; flour; onions; pasta; rice
1523,Mathew Bailey,2025-09-08,"Milk,Apples,Shampoo,Onions","['Milk', 'Apples', 'Shampoo', 'Onions']","['milk', 'apples', 'shampoo', 'onions']","['apples', 'milk', 'onions', 'shampoo']",apples; milk; onions; shampoo
1524,Kevin Watson,2025-06-28,"Bread,Carrots","['Bread', 'Carrots']","['bread', 'carrots']","['bread', 'carrots']",bread; carrots
1525,Dylan Jones,2025-08-12,"Fish,Sugar,Oil","['Fish', 'Sugar', 'Oil']","['fish', 'sugar', 'oil']","['fish', 'oil', 'sugar']",fish; oil; sugar
1526,Marcus Rios,2025-10-01,"Grapes,Onions,Rice,Eggs,Tomatoes","['Grapes', 'Onions', 'Rice', 'Eggs', 'Tomatoes']","['grapes', 'onions', 'rice', 'eggs', 'tomatoes']","['eggs', 'grapes', 'onions', 'rice', 'tomatoes']",eggs; grapes; onions; rice; tomatoes
1527,Carlos Thomas,2025-01-14,"Flour,Tea,Potatoes","['Flour', 'Tea', 'Potatoes']","['flour', 'tea', 'potatoes']","['flour', 'potatoes', 'tea']",flour; potatoes; tea
1528,Jennifer Carroll,2025-09-04,"Toothpaste,Flour,Salt,Cheese,Onions,Milk,Bananas","['Toothpaste', 'Flour', 'Salt', 'Cheese', 'Onions', 'Milk', 'Bananas']","['toothpaste', 'flour', 'salt', 'cheese', 'onions', 'milk', 'bananas']","['bananas', 'cheese', 'flour', 'milk', 'onions', 'salt', 'toothpaste']",bananas; cheese; flour; milk; onions; salt; toothpaste
1529,Cheryl Rodriguez,2025-10-08,"Rice,Eggs,Apples,Tea,Flour,Grapes","['Rice', 'Eggs', 'Apples', 'Tea', 'Flour', 'Grapes']","['rice', 'eggs', 'apples', 'tea', 'flour', 'grapes']","['apples', 'eggs', 'flour', 'grapes', 'rice', 'tea']",apples; eggs; flour; grapes; rice; tea
1530,Dana Thompson MD,2025-05-28,"Shampoo,Milk,Rice,Butter","['Shampoo', 'Milk', 'Rice', 'Butter']","['shampoo', 'milk', 'rice', 'butter']","['butter', 'milk', 'rice', 'shampoo']",butter; milk; rice; shampoo
1531,Christopher Frank,2025-04-26,"Shampoo,Cheese,Sugar,Tea,Milk,Bananas","['Shampoo', 'Cheese', 'Sugar', 'Tea', 'Milk', 'Bananas']","['shampoo', 'cheese', 'sugar', 'tea', 'milk', 'bananas']","['bananas', 'cheese', 'milk', 'shampoo', 'sugar', 'tea']",bananas; cheese; milk; shampoo; sugar; tea
1532,Kimberly Williams,2024-12-01,"Onions,Sugar,Beef,Carrots","['Onions', 'Sugar', 'Beef', 'Carrots']","['onions', 'sugar', 'beef', 'carrots']","['beef', 'carrots', 'onions', 'sugar']",beef; carrots; onions; sugar
1533,Adrienne Carpenter,2025-05-23,"Milk,Oranges,Pasta,Salt,Potatoes,Cereal,Coffee","['Milk', 'Oranges', 'Pasta', 'Salt', 'Potatoes', 'Cereal', 'Coffee']","['milk', 'oranges', 'pasta', 'salt', 'potatoes', 'cereal', 'coffee']","['cereal', 'coffee', 'milk', 'oranges', 'pasta', 'potatoes', 'salt']",cereal; coffee; milk; oranges; pasta; potatoes; salt
1534,Melissa Cruz,2025-08-05,"Apples,Juice","['Apples', 'Juice']","['apples', 'juice']","['apples', 'juice']",apples; juice
1535,Holly Ramos,2025-04-05,"Salt,Chicken,Potatoes,Bread,Beef","['Salt', 'Chicken', 'Potatoes', 'Bread', 'Beef']","['salt', 'chicken', 'potatoes', 'bread', 'beef']","['beef', 'bread', 'chicken', 'potatoes', 'salt']",beef; bread; chicken; potatoes; salt
1536,Nicole Hernandez,2025-05-01,"Oranges,Tomatoes,Coffee,Sugar,Carrots,Bread","['Oranges', 'Tomatoes', 'Coffee', 'Sugar', 'Carrots', 'Bread']","['oranges', 'tomatoes', 'coffee', 'sugar', 'carrots', 'bread']","['bread', 'carrots', 'coffee', 'oranges', 'sugar', 'tomatoes']",bread; carrots; coffee; oranges; sugar; tomatoes
1537,Casey Weaver,2024-12-26,"Shampoo,Fish,Sugar,Oil","['Shampoo', 'Fish', 'Sugar', 'Oil']","['shampoo', 'fish', 'sugar', 'oil']","['fish', 'oil', 'shampoo', 'sugar']",fish; oil; shampoo; sugar
1538,Nathan Douglas,2025-05-23,"Apples,Toothpaste","['Apples', 'Toothpaste']","['apples', 'toothpaste']","['apples', 'toothpaste']",apples; toothpaste
1539,Chris Barnes DDS,2025-10-26,"Bananas,Beef,Coffee","['Bananas', 'Beef', 'Coffee']","['bananas', 'beef', 'coffee']","['bananas', 'beef', 'coffee']",bananas; beef; coffee
1540,Brad White,2025-03-10,"Oranges,Cheese,Bread,Beef","['Oranges', 'Cheese', 'Bread', 'Beef']","['oranges', 'cheese', 'bread', 'beef']","['beef', 'bread', 'cheese', 'oranges']",beef; bread; cheese; oranges
1541,Deborah Peters,2025-08-27,"Rice,Fish,Bread,Oil,Bananas,Oranges","['Rice', 'Fish', 'Bread', 'Oil', 'Bananas', 'Oranges']","['rice', 'fish', 'bread', 'oil', 'bananas', 'oranges']","['bananas', 'bread', 'fish', 'oil', 'oranges', 'rice']",bananas; bread; fish; oil; oranges; rice
1542,Theresa Green,2025-02-15,"Chicken,Salt,Milk,Onions","['Chicken', 'Salt', 'Milk', 'Onions']","['chicken', 'salt', 'milk', 'onions']","['chicken', 'milk', 'onions', 'salt']",chicken; milk; onions; salt
1543,Anthony Duncan,2025-05-14,"Shampoo,Pasta","['Shampoo', 'Pasta']","['shampoo', 'pasta']","['pasta', 'shampoo']",pasta; shampoo
1544,Antonio Walker,2025-03-18,"Tea,Eggs,Tomatoes,Bananas","['Tea', 'Eggs', 'Tomatoes', 'Bananas']","['tea', 'eggs', 'tomatoes', 'bananas']","['bananas', 'eggs', 'tea', 'tomatoes']",bananas; eggs; tea; tomatoes
1545,Jackie Patel,2024-11-20,"Shampoo,Eggs,Juice","['Shampoo', 'Eggs', 'Juice']","['shampoo', 'eggs', 'juice']","['eggs', 'juice', 'shampoo']",eggs; juice; shampoo
1546,John Jefferson MD,2025-03-22,"Soap,Salt,Carrots,Apples","['Soap', 'Salt', 'Carrots', 'Apples']","['soap', 'salt', 'carrots', 'apples']","['apples', 'carrots', 'salt', 'soap']",apples; carrots; salt; soap
