TransactionID,CustomerName,Date,Items,cleaned_items
890,Nicole Bailey,8/27/2025,"Salt,Onions,Cheese",cheese; onions; salt
891,Johnathan Kim,11-03-25,"Shampoo,Sugar",shampoo; sugar
892,Matthew Fuller,11-08-25,"Grapes,Yogurt,Coffee,Cheese",cheese; coffee; grapes; yogurt
893,Samantha Lee,09-01-25,"Flour,Soap,Eggs",eggs; flour; soap
894,Tracy Kennedy,6/16/2025,"Shampoo,Oil,Juice,Salt,Tea,Cereal",cereal; juice; oil; salt; shampoo; tea
895,Matthew Hodge,9/13/2025,"Fish,Chicken,Carrots,Soap,Flour",carrots; chicken; fish; flour; soap
896,Christine Harvey,11-08-25,"Rice,Fish,Pasta,Tea,Juice,Soap,Onions",fish; juice; onions; pasta; rice; soap; tea
897,Karen Bryant,01-02-25,"Tea,Eggs,Onions,Toothpaste",eggs; onions; tea; toothpaste
898,Eric Smith,5/17/2025,"Tea,Cereal,Shampoo,Oil,Rice",cereal; oil; rice; shampoo; tea
899,Donna Aguirre,06-01-25,"Chicken,Carrots,Potatoes,Shampoo,Oranges,Sugar,Juice",carrots; chicken; juice; oranges; potatoes; shampoo; sugar
900,Sierra Schwartz,2/14/2025,"Yogurt,Beef,Coffee,Oil,Tomatoes",beef; coffee; oil; tomatoes; yogurt
901,Brandy Fisher,7/28/2025,"Cheese,Onions,Bananas,Salt,Soap,Chicken",bananas; cheese; chicken; onions; salt; soap
902,Roy Howard,3/15/2025,"Onions,Potatoes,Milk",milk; onions; potatoes
903,Alan Anderson,6/26/2025,"Tomatoes,Oranges,Shampoo,Onions,Rice,Cheese,Cereal",cereal; cheese; onions; oranges; rice; shampoo; tomatoes
904,Crystal Hayes,11-06-25,"Tomatoes,Eggs",eggs; tomatoes
905,Jon Clark,10-01-25,"Butter,Fish,Sugar,Yogurt,Carrots",butter; carrots; fish; sugar; yogurt
906,Leah Arnold,12-04-24,"Milk,Sugar,Tomatoes,Yogurt,Fish,Rice",fish; milk; rice; sugar; tomatoes; yogurt
907,Robert Wade,02-01-25,"Sugar,Oranges,Eggs,Rice,Tomatoes",eggs; oranges; rice; sugar; tomatoes
908,Susan Hooper,05-11-25,"Toothpaste,Salt,Soap,Fish,Tea",fish; salt; soap; tea; toothpaste
909,Beverly Small,09-04-25,"Fish,Pasta",fish; pasta
910,Rachel Walker,02-11-25,"Toothpaste,Butter,Apples,Chicken,Onions,Flour,Bananas",apples; bananas; butter; chicken; flour; onions; toothpaste
911,Brenda Rodriguez,10/27/2025,"Onions,Toothpaste,Eggs",eggs; onions; toothpaste
912,Darren Reeves,7/23/2025,"Butter,Tea,Toothpaste,Grapes",butter; grapes; tea; toothpaste
913,Richard Gibbs,10/21/2025,"Sugar,Onions,Soap",onions; soap; sugar
914,Joshua Smith,04-03-25,"Coffee,Milk,Chicken",chicken; coffee; milk
915,Jacqueline Vaughan,11-06-25,"Chicken,Grapes",chicken; grapes
916,Thomas Allen,5/13/2025,"Milk,Apples,Soap,Carrots,Bread,Eggs",apples; bread; carrots; eggs; milk; soap
917,Christian Mitchell,2/19/2025,"Bread,Salt",bread; salt
918,Marc Gonzales,10/18/2025,"Oranges,Oil,Milk,Rice",milk; oil; oranges; rice
919,Taylor Cardenas,7/19/2025,"Salt,Sugar,Chicken,Oranges",chicken; oranges; salt; sugar
920,Deborah Tate,06-05-25,"Oil,Salt,Eggs",eggs; oil; salt
921,Daniel Bond,03-12-25,"Flour,Juice,Carrots,Yogurt",carrots; flour; juice; yogurt
922,Joseph Stevens,11/28/2024,"Pasta,Oil,Beef",beef; oil; pasta
923,Sabrina Ramirez,11-01-25,"Tea,Toothpaste,Butter,Salt,Flour,Bananas",bananas; butter; flour; salt; tea; toothpaste
924,Reginald Wolfe MD,08-06-25,"Milk,Bananas,Rice",bananas; milk; rice
925,James Morrison,8/27/2025,"Butter,Cereal,Carrots,Sugar,Rice,Toothpaste,Eggs",butter; carrots; cereal; eggs; rice; sugar; toothpaste
926,Thomas Ward,04-10-25,"Milk,Shampoo,Bread,Oil,Salt,Bananas,Flour",bananas; bread; flour; milk; oil; salt; shampoo
927,Leslie Price,1/17/2025,"Yogurt,Grapes,Salt,Tomatoes",grapes; salt; tomatoes; yogurt
928,Stephen Bass,3/21/2025,"Toothpaste,Yogurt,Bananas,Potatoes,Carrots,Bread",bananas; bread; carrots; potatoes; toothpaste; yogurt
929,John Crawford,12/20/2024,"Tomatoes,Sugar,Bananas,Toothpaste",bananas; sugar; tomatoes; toothpaste
930,Melissa Thompson,11-10-25,"Tomatoes,Soap,Toothpaste,Juice,Cheese,Rice,Carrots",carrots; cheese; juice; rice; soap; tomatoes; toothpaste
931,Robert Brown,5/22/2025,"Tomatoes,Onions,Apples,Eggs,Oranges",apples; eggs; onions; oranges; tomatoes
932,Stephen Carlson,3/13/2025,"Cheese,Rice,Apples,Pasta,Yogurt,Toothpaste",apples; cheese; pasta; rice; toothpaste; yogurt
933,Nicole Potter,8/13/2025,"Coffee,Bread,Tomatoes",bread; coffee; tomatoes
934,Christian Walker,09-09-25,"Tomatoes,Yogurt,Salt,Cheese,Cereal",cereal; cheese; salt; tomatoes; yogurt
935,Jimmy Mason,3/16/2025,"Salt,Toothpaste",salt; toothpaste
936,Lindsey White,07-12-25,"Sugar,Soap,Potatoes,Bananas,Chicken,Butter",bananas; butter; chicken; potatoes; soap; sugar
937,Mr. Lance Barnes,09-09-25,"Eggs,Carrots,Grapes,Salt,Coffee",carrots; coffee; eggs; grapes; salt
938,Megan Howard,06-07-25,"Beef,Tea,Sugar",beef; sugar; tea
939,Jason Smith,3/25/2025,"Sugar,Grapes,Pasta,Potatoes,Eggs,Chicken",chicken; eggs; grapes; pasta; potatoes; sugar
940,Erica Lewis,09-03-25,"Toothpaste,Butter",butter; toothpaste
941,Joseph Jordan,08-03-25,"Carrots,Soap,Eggs",carrots; eggs; soap
942,Peter Walker,10/27/2025,"Yogurt,Bread",bread; yogurt
943,Theresa Williams,12/23/2024,"Salt,Flour,Sugar",flour; salt; sugar
944,Leslie Mitchell,11/17/2025,"Carrots,Butter",butter; carrots
945,Mark Ryan,01-01-25,"Yogurt,Sugar,Tea,Eggs",eggs; sugar; tea; yogurt
946,Maureen Jackson,06-10-25,"Chicken,Milk",chicken; milk
947,Jeremy Yang,01-11-25,"Shampoo,Carrots,Apples,Beef,Salt,Bananas",apples; bananas; beef; carrots; salt; shampoo
948,Craig Williams,07-06-25,"Shampoo,Flour,Carrots,Eggs",carrots; eggs; flour; shampoo
949,Taylor Gonzalez,4/13/2025,"Milk,Juice,Coffee",coffee; juice; milk
950,Nicole Fischer,5/21/2025,"Cheese,Butter,Juice,Flour",butter; cheese; flour; juice
951,Darren Conway,04-02-25,"Bananas,Beef,Apples,Grapes,Fish",apples; bananas; beef; fish; grapes
952,Jamie Miller,10/25/2025,"Chicken,Coffee,Juice,Onions,Apples",apples; chicken; coffee; juice; onions
953,Lindsey Fields,12/20/2024,"Cereal,Salt,Oranges,Butter,Toothpaste,Soap,Carrots",butter; carrots; cereal; oranges; salt; soap; toothpaste
954,Robin Newman,01-09-25,"Toothpaste,Bread,Salt,Juice,Chicken,Onions,Cereal",bread; cereal; chicken; juice; onions; salt; toothpaste
955,Philip Johnson,1/17/2025,"Fish,Apples,Cheese,Bread,Flour,Salt",apples; bread; cheese; fish; flour; salt
956,Charles Harris,07-06-25,"Fish,Grapes",fish; grapes
957,Sandra Rosario,10/13/2025,"Tea,Cereal,Tomatoes,Pasta,Apples",apples; cereal; pasta; tea; tomatoes
958,Jennifer Garcia,11/14/2025,"Grapes,Cereal,Oranges,Carrots,Eggs,Shampoo,Tomatoes",carrots; cereal; eggs; grapes; oranges; shampoo; tomatoes
959,Mary Horne,11-01-25,"Onions,Bananas",bananas; onions
960,Julian Brown,3/31/2025,"Coffee,Sugar,Tomatoes",coffee; sugar; tomatoes
961,Kirk Gomez MD,10-06-25,"Beef,Potatoes,Soap",beef; potatoes; soap
962,Megan Castillo,11/17/2025,"Sugar,Pasta,Grapes,Cheese,Yogurt,Tea",cheese; grapes; pasta; sugar; tea; yogurt
963,Gabriel Garner,7/14/2025,"Cheese,Salt,Fish,Potatoes,Milk,Pasta",cheese; fish; milk; pasta; potatoes; salt
964,Christopher Jackson,08-09-25,"Sugar,Soap",soap; sugar
965,Jordan Blackburn,5/23/2025,"Eggs,Oranges,Sugar",eggs; oranges; sugar
966,Colleen Woods,01-11-25,"Bread,Yogurt,Toothpaste,Flour,Grapes,Bananas,Pasta",bananas; bread; flour; grapes; pasta; toothpaste; yogurt
967,Joe Cooper,7/22/2025,"Tomatoes,Bread,Juice,Rice,Soap",bread; juice; rice; soap; tomatoes
968,Melinda Richardson,12/24/2024,"Apples,Grapes,Oil",apples; grapes; oil
969,Janet Lee,05-12-25,"Carrots,Sugar,Flour",carrots; flour; sugar
970,Brittany Carter,2/13/2025,"Coffee,Potatoes,Soap,Cheese",cheese; coffee; potatoes; soap
971,Michael Edwards,1/27/2025,"Tea,Salt,Butter,Yogurt,Carrots,Fish,Toothpaste",butter; carrots; fish; salt; tea; toothpaste; yogurt
972,Kevin Anthony,12/27/2024,"Cheese,Grapes,Milk",cheese; grapes; milk
973,Kimberly Weaver,5/28/2025,"Fish,Bread,Chicken,Shampoo,Bananas,Grapes",bananas; bread; chicken; fish; grapes; shampoo
974,Sandra Clark,5/20/2025,"Apples,Milk,Flour,Soap,Yogurt",apples; flour; milk; soap; yogurt
975,Jennifer Reese,12-05-24,"Pasta,Carrots",carrots; pasta
976,Hannah Holmes,9/19/2025,"Oranges,Carrots,Toothpaste,Tea",carrots; oranges; tea; toothpaste
977,Brenda Owens,11-06-25,"Coffee,Eggs,Yogurt,Apples,Pasta",apples; coffee; eggs; pasta; yogurt
978,Jason Jackson,1/21/2025,"Yogurt,Tomatoes,Cheese,Soap,Chicken,Pasta",cheese; chicken; pasta; soap; tomatoes; yogurt
979,Jennifer Walker,10/27/2025,"Butter,Sugar,Cereal,Tomatoes,Salt,Soap",butter; cereal; salt; soap; sugar; tomatoes
980,Heather Murphy,08-09-25,"Apples,Oranges",apples; oranges
981,Richard Morris,01-10-25,"Bananas,Cheese,Fish",bananas; cheese; fish
982,Barbara Kelly,2/17/2025,"Milk,Beef,Bananas,Bread,Fish",bananas; beef; bread; fish; milk
983,Breanna Brady,10-07-25,"Bread,Butter,Salt,Shampoo,Grapes,Bananas,Potatoes",bananas; bread; butter; grapes; potatoes; salt; shampoo
984,Samantha Adams,09-06-25,"Toothpaste,Eggs,Potatoes,Bananas,Oil",bananas; eggs; oil; potatoes; toothpaste
985,David Guerrero,11/25/2024,"Apples,Toothpaste,Bread",apples; bread; toothpaste
986,Richard Houston,09-02-25,"Fish,Coffee,Eggs",coffee; eggs; fish
987,Courtney Hill,02-05-25,"Cheese,Beef,Eggs,Toothpaste,Apples,Yogurt",apples; beef; cheese; eggs; toothpaste; yogurt
988,Terrance Watkins,01-05-25,"Juice,Oil,Onions,Bananas,Eggs,Yogurt",bananas; eggs; juice; oil; onions; yogurt
989,William Mcgee,02-01-25,"Carrots,Oranges",carrots; oranges
990,Manuel Ayala,8/31/2025,"Toothpaste,Juice,Pasta,Grapes,Apples,Carrots",apples; carrots; grapes; juice; pasta; toothpaste
991,Steven Ruiz,8/16/2025,"Coffee,Oranges,Fish",coffee; fish; oranges
992,Anthony May,09-09-25,"Sugar,Apples,Chicken,Eggs,Oil,Grapes",apples; chicken; eggs; grapes; oil; sugar
993,John Riley,7/29/2025,"Shampoo,Bananas,Yogurt,Apples",apples; bananas; shampoo; yogurt
994,Sandra Day,10-05-25,"Oil,Soap",oil; soap
995,Sarah Petty,7/24/2025,"Salt,Tomatoes",salt; tomatoes
996,Joshua Campbell,4/24/2025,"Tomatoes,Oranges,Cheese,Butter,Onions",butter; cheese; onions; oranges; tomatoes
997,Julia Harrison,10/22/2025,"Cheese,Oranges,Tea",cheese; oranges; tea
998,Thomas Patel,08-07-25,"Yogurt,Grapes",grapes; yogurt
999,Jason Rios DDS,05-01-25,"Cheese,Potatoes",cheese; potatoes
1000,Jasmine Powell,08-12-25,"Toothpaste,Coffee,Oil",coffee; oil; toothpaste
1001,Cheryl Dean,8/30/2025,"Bread,Potatoes,Soap,Coffee,Bananas,Sugar",bananas; bread; coffee; potatoes; soap; sugar
1002,Chad Boyle,08-07-25,"Oranges,Flour,Tomatoes,Chicken",chicken; flour; oranges; tomatoes
1003,Jimmy Warren,06-08-25,"Cheese,Rice,Sugar,Apples,Yogurt,Butter",apples; butter; cheese; rice; sugar; yogurt
1004,John Young,4/17/2025,"Toothpaste,Sugar",sugar; toothpaste
1005,Dan West,4/20/2025,"Tea,Apples",apples; tea
1006,Michael Bryant,2/27/2025,"Juice,Flour,Salt,Soap,Bananas,Toothpaste,Carrots",bananas; carrots; flour; juice; salt; soap; toothpaste
1007,Monica Schmidt,11/22/2024,"Coffee,Oranges,Bananas",bananas; coffee; oranges
1008,Lisa Moore,6/22/2025,"Salt,Cheese,Yogurt,Apples,Flour",apples; cheese; flour; salt; yogurt
1009,Fernando Miller,9/29/2025,"Salt,Chicken,Sugar,Coffee",chicken; coffee; salt; sugar
1010,Amber Dorsey,01-05-25,"Cereal,Soap,Chicken,Fish,Eggs,Oranges",cereal; chicken; eggs; fish; oranges; soap
1011,Michelle Lowe,8/18/2025,"Bread,Coffee,Oil,Soap,Rice,Carrots,Apples",apples; bread; carrots; coffee; oil; rice; soap
1012,Amanda Hahn,06-09-25,"Oil,Oranges,Salt,Juice",juice; oil; oranges; salt
1013,Ashley Reed,4/27/2025,"Yogurt,Butter",butter; yogurt
1014,Hector Rivera,8/14/2025,"Chicken,Carrots",carrots; chicken
1015,Ryan Conway,11/22/2024,"Potatoes,Yogurt,Bananas",bananas; potatoes; yogurt
1016,Allen Johnson,12-11-24,"Tomatoes,Milk,Bananas,Shampoo,Chicken,Salt,Apples",apples; bananas; chicken; milk; salt; shampoo; tomatoes
1017,Kristin Jimenez,08-12-25,"Tea,Apples,Beef,Oranges,Juice",apples; beef; juice; oranges; tea
1018,Heidi Munoz,4/25/2025,"Oranges,Eggs,Cereal,Fish,Oil,Grapes,Tea",cereal; eggs; fish; grapes; oil; oranges; tea
1019,Colleen Salinas,1/26/2025,"Yogurt,Oranges,Potatoes,Apples",apples; oranges; potatoes; yogurt
1020,Christopher Fitzgerald,2/13/2025,"Flour,Carrots,Cereal,Juice",carrots; cereal; flour; juice
1021,Travis Brown,08-06-25,"Rice,Bananas,Butter",bananas; butter; rice
1022,Michelle Harrison,3/31/2025,"Eggs,Yogurt,Cereal,Rice,Oranges,Bananas",bananas; cereal; eggs; oranges; rice; yogurt
1023,Abigail Davis,08-02-25,"Chicken,Yogurt,Onions,Shampoo",chicken; onions; shampoo; yogurt
1024,John Colon,3/28/2025,"Toothpaste,Soap,Apples,Tomatoes,Bananas,Cheese,Coffee",apples; bananas; cheese; coffee; soap; tomatoes; toothpaste
1025,Janice Gonzalez,11/15/2025,"Pasta,Cheese,Apples,Milk,Flour,Sugar,Oranges",apples; cheese; flour; milk; oranges; pasta; sugar
1026,Tanya Weaver,6/27/2025,"Soap,Grapes",grapes; soap
1027,Kevin Garcia,06-02-25,"Tomatoes,Potatoes,Cereal",cereal; potatoes; tomatoes
1028,Nicholas Morris,04-04-25,"Milk,Juice,Soap",juice; milk; soap
1029,Jackie Hood,1/14/2025,"Coffee,Oranges,Yogurt,Eggs,Bananas,Fish,Juice",bananas; coffee; eggs; fish; juice; oranges; yogurt
1030,Teresa Tran,3/13/2025,"Eggs,Bread,Oranges",bread; eggs; oranges
1031,Jennifer Young,5/28/2025,"Toothpaste,Carrots",carrots; toothpaste
1032,Donald Heath,11-04-25,"Coffee,Soap,Toothpaste",coffee; soap; toothpaste
1033,Cynthia Green,4/22/2025,"Salt,Tea,Bread,Oranges,Pasta",bread; oranges; pasta; salt; tea
1034,Christine Stephens,5/29/2025,"Cereal,Butter,Oil,Oranges,Grapes,Eggs",butter; cereal; eggs; grapes; oil; oranges
1035,Evan Meyer,11-05-25,"Cereal,Potatoes,Flour",cereal; flour; potatoes
1036,Eric Collins,5/20/2025,"Bananas,Apples,Pasta,Soap",apples; bananas; pasta; soap
1037,Tiffany Frazier,8/18/2025,"Bread,Sugar,Grapes,Cereal,Onions,Juice",bread; cereal; grapes; juice; onions; sugar
1038,Megan Graham,03-03-25,"Grapes,Salt",grapes; salt
1039,Patrick Burch,9/16/2025,"Oil,Bananas,Apples,Eggs,Bread,Sugar,Milk",apples; bananas; bread; eggs; milk; oil; sugar
1040,Angela Robinson MD,4/24/2025,"Oranges,Sugar,Flour,Salt,Coffee",coffee; flour; oranges; salt; sugar
1041,Amber Lam,4/25/2025,"Shampoo,Flour",flour; shampoo
1042,Rebecca Reed,07-06-25,"Tomatoes,Tea,Cereal,Shampoo,Butter,Rice",butter; cereal; rice; shampoo; tea; tomatoes
1043,Amanda Lewis,5/26/2025,"Potatoes,Yogurt,Bananas",bananas; potatoes; yogurt
1044,Christopher Acosta,1/16/2025,"Oranges,Flour,Butter",butter; flour; oranges
1045,Kelly Stephens,5/31/2025,"Beef,Apples",apples; beef
1046,Elizabeth Strong,7/31/2025,"Flour,Beef,Soap,Shampoo,Milk",beef; flour; milk; shampoo; soap
1047,Suzanne Stevens,06-12-25,"Rice,Oranges",oranges; rice
1048,Rebecca Anderson,7/22/2025,"Soap,Onions,Oranges",onions; oranges; soap
1049,Travis Williams,11/23/2024,"Milk,Salt,Apples,Fish,Eggs,Cereal",apples; cereal; eggs; fish; milk; salt
1050,Eric Lane,12-10-24,"Cheese,Salt,Oil",cheese; oil; salt
1051,Casey Williams,6/18/2025,"Potatoes,Fish,Rice,Sugar,Bread,Coffee",bread; coffee; fish; potatoes; rice; sugar
1052,Donald Garrett,5/19/2025,"Flour,Eggs,Juice,Salt",eggs; flour; juice; salt
1053,Brenda Adams,01-12-25,"Eggs,Cheese,Tea,Salt,Tomatoes",cheese; eggs; salt; tea; tomatoes
1054,Brandi Hodges,3/23/2025,"Milk,Tomatoes,Toothpaste,Onions,Tea,Bread,Bananas",bananas; bread; milk; onions; tea; tomatoes; toothpaste
1055,Brian Montgomery,3/13/2025,"Onions,Bread,Oil,Cheese,Toothpaste,Fish,Eggs",bread; cheese; eggs; fish; oil; onions; toothpaste
1056,Ralph Castillo,06-09-25,"Fish,Carrots,Flour,Oranges,Bread,Eggs,Tea",bread; carrots; eggs; fish; flour; oranges; tea
1057,Joshua Perry PhD,7/21/2025,"Carrots,Chicken,Salt,Bananas,Shampoo,Yogurt",bananas; carrots; chicken; salt; shampoo; yogurt
1058,Denise Brown,8/19/2025,"Butter,Bread,Carrots,Coffee",bread; butter; carrots; coffee
1059,Michael Benson,06-03-25,"Bananas,Potatoes",bananas; potatoes
1060,Angela Yang,7/17/2025,"Butter,Oranges,Onions,Pasta,Shampoo,Cereal,Milk",butter; cereal; milk; onions; oranges; pasta; shampoo
1061,Timothy Cruz,7/22/2025,"Salt,Coffee",coffee; salt
1062,Jasmine Porter,12-03-24,"Cereal,Oil,Beef,Coffee,Grapes",beef; cereal; coffee; grapes; oil
1063,Rebecca Martinez,05-04-25,"Sugar,Bread,Potatoes,Toothpaste,Oil",bread; oil; potatoes; sugar; toothpaste
1064,Alyssa Aguirre,4/16/2025,"Grapes,Flour,Bread,Apples,Carrots",apples; bread; carrots; flour; grapes
1065,Tyler Benton,01-06-25,"Apples,Bananas,Shampoo",apples; bananas; shampoo
1066,William Cannon,3/21/2025,"Tomatoes,Fish,Coffee,Tea,Butter,Carrots,Cereal",butter; carrots; cereal; coffee; fish; tea; tomatoes
1067,Terrance Dunn,4/23/2025,"Shampoo,Chicken,Salt,Bananas,Coffee,Apples",apples; bananas; chicken; coffee; salt; shampoo
1068,Rebecca Lynch,10/30/2025,"Shampoo,Beef",beef; shampoo
1069,Mark Wallace,02-09-25,"Pasta,Flour,Oranges",flour; oranges; pasta
1070,Michael Larson,4/20/2025,"Butter,Tea,Apples,Eggs,Pasta",apples; butter; eggs; pasta; tea
1071,Tanya Garcia,5/28/2025,"Grapes,Oil,Bread,Yogurt,Toothpaste",bread; grapes; oil; toothpaste; yogurt
1072,Robert Woods,07-03-25,"Potatoes,Oranges,Beef",beef; oranges; potatoes
1073,Samuel Smith,8/28/2025,"Milk,Sugar,Onions,Cereal,Rice",cereal; milk; onions; rice; sugar
1074,Charles Hopkins,02-06-25,"Eggs,Milk,Soap,Apples",apples; eggs; milk; soap
1075,Christy Acevedo,11/19/2025,"Oranges,Yogurt,Milk",milk; oranges; yogurt
1076,Kenneth Owens,12/23/2024,"Sugar,Oil,Bananas,Shampoo,Flour,Oranges,Rice",bananas; flour; oil; oranges; rice; shampoo; sugar
1077,Catherine Lucero,4/16/2025,"Fish,Coffee,Butter,Oranges,Flour",butter; coffee; fish; flour; oranges
1078,Darren Compton,2/26/2025,"Cheese,Bananas,Toothpaste,Tea,Sugar",bananas; cheese; sugar; tea; toothpaste
1079,Terri Gill,6/27/2025,"Milk,Butter,Grapes,Cereal",butter; cereal; grapes; milk
1080,Christine Gray,9/13/2025,"Apples,Shampoo",apples; shampoo
1081,Natalie Flores,06-02-25,"Yogurt,Shampoo",shampoo; yogurt
1082,Michael Calderon,05-05-25,"Chicken,Oil,Coffee,Onions",chicken; coffee; oil; onions
1083,Katherine Davis,05-12-25,"Onions,Cheese,Chicken,Oil,Soap",cheese; chicken; oil; onions; soap
1084,Thomas Gilbert,10/13/2025,"Eggs,Fish,Onions,Yogurt,Cereal,Toothpaste",cereal; eggs; fish; onions; toothpaste; yogurt
1085,Mr. Wayne Gibson,02-08-25,"Butter,Onions,Soap",butter; onions; soap
1086,Kathleen Sanchez,11-09-25,"Juice,Carrots,Milk",carrots; juice; milk
1087,Sean Anderson,04-06-25,"Yogurt,Salt,Tea",salt; tea; yogurt
1088,David Duran,6/14/2025,"Yogurt,Flour,Cheese,Soap",cheese; flour; soap; yogurt
1089,Christina Floyd,8/20/2025,"Beef,Salt,Potatoes,Eggs",beef; eggs; potatoes; salt
1090,Ryan Allen,8/24/2025,"Bread,Fish,Beef",beef; bread; fish
1091,Jackie Nelson,10/15/2025,"Tea,Cereal,Potatoes,Toothpaste",cereal; potatoes; tea; toothpaste
1092,Michelle Robinson,03-11-25,"Juice,Sugar,Shampoo,Eggs,Bananas,Rice",bananas; eggs; juice; rice; shampoo; sugar
1093,Mark Morris,1/25/2025,"Milk,Tea,Onions",milk; onions; tea
1094,Brett Clark,03-07-25,"Sugar,Beef,Cheese",beef; cheese; sugar
1095,Lisa Mccoy,9/21/2025,"Toothpaste,Coffee,Onions,Yogurt,Juice",coffee; juice; onions; toothpaste; yogurt
1096,Melissa Bryan,05-04-25,"Pasta,Grapes,Carrots,Tea,Coffee",carrots; coffee; grapes; pasta; tea
1097,Kevin Thompson,10-08-25,"Eggs,Cheese,Grapes,Tomatoes,Bananas",bananas; cheese; eggs; grapes; tomatoes
1098,Kathy Guzman,10/28/2025,"Milk,Sugar,Bananas,Toothpaste",bananas; milk; sugar; toothpaste
1099,Monica Francis,7/15/2025,"Coffee,Grapes,Cheese",cheese; coffee; grapes
1100,Xavier Wheeler,02-04-25,"Bread,Milk",bread; milk
1101,Matthew Jenkins,8/27/2025,"Milk,Potatoes",milk; potatoes
1102,Michael Valencia,06-04-25,"Coffee,Soap",coffee; soap
1103,Lisa Bonilla,9/21/2025,"Carrots,Rice,Grapes",carrots; grapes; rice
1104,Nicole Shepherd,10-04-25,"Tomatoes,Toothpaste",tomatoes; toothpaste
1105,Stacey Vega,6/24/2025,"Milk,Potatoes,Onions",milk; onions; potatoes
1106,Derek Lee,4/19/2025,"Grapes,Cereal,Oil,Onions,Shampoo,Chicken",cereal; chicken; grapes; oil; onions; shampoo
1107,Lisa Mccall,03-03-25,"Milk,Fish,Pasta,Butter,Shampoo",butter; fish; milk; pasta; shampoo
1108,Sheena Davis,12/14/2024,"Chicken,Flour,Eggs",chicken; eggs; flour
1109,Kenneth Clark,03-03-25,"Pasta,Onions,Shampoo",onions; pasta; shampoo
1110,Renee Brown,08-05-25,"Toothpaste,Fish,Beef",beef; fish; toothpaste
1111,Geoffrey Hernandez,08-06-25,"Beef,Coffee",beef; coffee
1112,Tracey Rasmussen,1/18/2025,"Beef,Eggs,Shampoo,Yogurt",beef; eggs; shampoo; yogurt
1113,Angela Webster,08-10-25,"Toothpaste,Apples,Oil,Fish",apples; fish; oil; toothpaste
1114,Debra Lara,7/15/2025,"Potatoes,Tea,Bread",bread; potatoes; tea
1115,Jessica White,10/25/2025,"Butter,Juice,Toothpaste,Carrots,Soap",butter; carrots; juice; soap; toothpaste
1116,Samantha Rivera,8/14/2025,"Oil,Tea,Cheese,Chicken,Potatoes,Butter",butter; cheese; chicken; oil; potatoes; tea
1117,Anna Morgan,9/27/2025,"Bread,Chicken,Carrots,Sugar",bread; carrots; chicken; sugar
1118,Dr. Anthony Andersen,11-02-25,"Yogurt,Toothpaste,Soap,Coffee",coffee; soap; toothpaste; yogurt
1119,Alexis Rios,5/29/2025,"Oil,Butter,Flour,Cheese,Grapes,Tea,Bananas",bananas; butter; cheese; flour; grapes; oil; tea
1120,Tammy Campbell,12/30/2024,"Pasta,Chicken,Tea",chicken; pasta; tea
1121,Lisa Randall,6/15/2025,"Sugar,Rice,Eggs,Chicken",chicken; eggs; rice; sugar
1122,Mr. Christopher Houston,1/31/2025,"Apples,Oranges,Bread,Yogurt",apples; bread; oranges; yogurt
1123,James Cook,08-08-25,"Juice,Sugar,Grapes",grapes; juice; sugar
1124,Phillip Anderson,2/19/2025,"Grapes,Flour,Fish,Salt,Apples,Shampoo,Butter",apples; butter; fish; flour; grapes; salt; shampoo
1125,Susan Lowe,7/24/2025,"Oranges,Bread,Tomatoes,Fish,Sugar,Apples",apples; bread; fish; oranges; sugar; tomatoes
1126,Jessica Watts,9/30/2025,"Pasta,Tomatoes,Beef,Flour,Salt,Oil,Yogurt",beef; flour; oil; pasta; salt; tomatoes; yogurt
1127,Mrs. Ruth Rodriguez,7/13/2025,"Onions,Butter",butter; onions
1128,Cody Bird,1/17/2025,"Oranges,Juice,Soap,Carrots,Pasta,Shampoo,Oil",carrots; juice; oil; oranges; pasta; shampoo; soap
1129,Roger Flynn,11/16/2025,"Carrots,Eggs,Butter",butter; carrots; eggs
1130,Jamie Kirk,6/26/2025,"Beef,Juice,Salt,Carrots,Butter,Pasta,Toothpaste",beef; butter; carrots; juice; pasta; salt; toothpaste
1131,Jose Armstrong,01-09-25,"Pasta,Yogurt,Salt,Bread",bread; pasta; salt; yogurt
1132,Christopher Wise,02-10-25,"Sugar,Bread,Grapes,Flour",bread; flour; grapes; sugar
1133,Brooke Hall,8/21/2025,"Pasta,Butter",butter; pasta
1134,Alyssa Cobb,1/24/2025,"Salt,Flour,Fish,Potatoes,Rice,Apples,Grapes",apples; fish; flour; grapes; potatoes; rice; salt
1135,Rodney Johnson,3/21/2025,"Grapes,Shampoo,Potatoes,Yogurt",grapes; potatoes; shampoo; yogurt
1136,Daniel Maldonado,07-02-25,"Salt,Oranges,Milk,Fish,Soap,Eggs,Bread",bread; eggs; fish; milk; oranges; salt; soap
1137,Leroy Lam,08-03-25,"Tomatoes,Yogurt",tomatoes; yogurt
1138,Sharon Hernandez,11/26/2024,"Grapes,Tomatoes,Bread",bread; grapes; tomatoes
1139,Angela Morales,10/29/2025,"Yogurt,Shampoo",shampoo; yogurt
1140,David Gardner,6/20/2025,"Cereal,Soap,Onions",cereal; onions; soap
1141,Allen Day,11-02-25,"Oranges,Salt,Soap",oranges; salt; soap
1142,Mr. Timothy Richardson,11/27/2024,"Oranges,Cheese,Soap,Grapes,Onions,Toothpaste",cheese; grapes; onions; oranges; soap; toothpaste
