TransactionID,CustomerName,Date,Items
907,Robert Wade,2/1/2025,"Sugar,Oranges,Eggs,Rice,Tomatoes"
908,Susan Hooper,5/11/2025,"Toothpaste,Salt,Soap,Fish,Tea"
909,Beverly Small,9/4/2025,"Fish,Pasta"
910,Rachel Walker,2/11/2025,"Toothpaste,Butter,Apples,Chicken,Onions,Flour,Bananas"
911,Brenda Rodriguez,10/27/2025,"Onions,Toothpaste,Eggs"
912,Darren Reeves,7/23/2025,"Butter,Tea,Toothpaste,Grapes"
913,Richard Gibbs,10/21/2025,"Sugar,Onions,Soap"
914,Joshua Smith,4/3/2025,"Coffee,Milk,Chicken"
915,Jacqueline Vaughan,11/6/2025,"Chicken,Grapes"
916,Thomas Allen,5/13/2025,"Milk,Apples,Soap,Carrots,Bread,Eggs"
917,Christian Mitchell,2/19/2025,"Bread,Salt"
918,Marc Gonzales,10/18/2025,"Oranges,Oil,Milk,Rice"
919,Taylor Cardenas,7/19/2025,"Salt,Sugar,Chicken,Oranges"
920,Deborah Tate,6/5/2025,"Oil,Salt,Eggs"
921,Daniel Bond,3/12/2025,"Flour,Juice,Carrots,Yogurt"
922,Joseph Stevens,11/28/2024,"Pasta,Oil,Beef"
923,Sabrina Ramirez,11/1/2025,"Tea,Toothpaste,Butter,Salt,Flour,Bananas"
924,Reginald Wolfe MD,8/6/2025,"Milk,Bananas,Rice"
925,James Morrison,8/27/2025,"Butter,Cereal,Carrots,Sugar,Rice,Toothpaste,Eggs"
926,Thomas Ward,4/10/2025,"Milk,Shampoo,Bread,Oil,Salt,Bananas,Flour"
927,Leslie Price,1/17/2025,"Yogurt,Grapes,Salt,Tomatoes"
928,Stephen Bass,3/21/2025,"Toothpaste,Yogurt,Bananas,Potatoes,Carrots,Bread"
929,John Crawford,12/20/2024,"Tomatoes,Sugar,Bananas,Toothpaste"
930,Melissa Thompson,11/10/2025,"Tomatoes,Soap,Toothpaste,Juice,Cheese,Rice,Carrots"
931,Robert Brown,5/22/2025,"Tomatoes,Onions,Apples,Eggs,Oranges"
932,Stephen Carlson,3/13/2025,"Cheese,Rice,Apples,Pasta,Yogurt,Toothpaste"
933,Nicole Potter,8/13/2025,"Coffee,Bread,Tomatoes"
934,Christian Walker,9/9/2025,"Tomatoes,Yogurt,Salt,Cheese,Cereal"
935,Jimmy Mason,3/16/2025,"Salt,Toothpaste"
936,Lindsey White,7/12/2025,"Sugar,Soap,Potatoes,Bananas,Chicken,Butter"
937,Mr. Lance Barnes,9/9/2025,"Eggs,Carrots,Grapes,Salt,Coffee"
938,Megan Howard,6/7/2025,"Beef,Tea,Sugar"
939,Jason Smith,3/25/2025,"Sugar,Grapes,Pasta,Potatoes,Eggs,Chicken"
940,Erica Lewis,9/3/2025,"Toothpaste,Butter"
941,Joseph Jordan,8/3/2025,"Carrots,Soap,Eggs"
942,Peter Walker,10/27/2025,"Yogurt,Bread"
943,Theresa Williams,12/23/2024,"Salt,Flour,Sugar"
944,Leslie Mitchell,11/17/2025,"Carrots,Butter"
945,Mark Ryan,1/1/2025,"Yogurt,Sugar,Tea,Eggs"
946,Maureen Jackson,6/10/2025,"Chicken,Milk"
947,Jeremy Yang,1/11/2025,"Shampoo,Carrots,Apples,Beef,Salt,Bananas"
948,Craig Williams,7/6/2025,"Shampoo,Flour,Carrots,Eggs"
949,Taylor Gonzalez,4/13/2025,"Milk,Juice,Coffee"
950,Nicole Fischer,5/21/2025,"Cheese,Butter,Juice,Flour"
951,Darren Conway,4/2/2025,"Bananas,Beef,Apples,Grapes,Fish"
952,Jamie Miller,10/25/2025,"Chicken,Coffee,Juice,Onions,Apples"
953,Lindsey Fields,12/20/2024,"Cereal,Salt,Oranges,Butter,Toothpaste,Soap,Carrots"
954,Robin Newman,1/9/2025,"Toothpaste,Bread,Salt,Juice,Chicken,Onions,Cereal"
955,Philip Johnson,1/17/2025,"Fish,Apples,Cheese,Bread,Flour,Salt"
956,Charles Harris,7/6/2025,"Fish,Grapes"
957,Sandra Rosario,10/13/2025,"Tea,Cereal,Tomatoes,Pasta,Apples"
958,Jennifer Garcia,11/14/2025,"Grapes,Cereal,Oranges,Carrots,Eggs,Shampoo,Tomatoes"
959,Mary Horne,11/1/2025,"Onions,Bananas"
960,Julian Brown,3/31/2025,"Coffee,Sugar,Tomatoes"
961,Kirk Gomez MD,10/6/2025,"Beef,Potatoes,Soap"
962,Megan Castillo,11/17/2025,"Sugar,Pasta,Grapes,Cheese,Yogurt,Tea"
963,Gabriel Garner,7/14/2025,"Cheese,Salt,Fish,Potatoes,Milk,Pasta"
964,Christopher Jackson,8/9/2025,"Sugar,Soap"
965,Jordan Blackburn,5/23/2025,"Eggs,Oranges,Sugar"
966,Colleen Woods,1/11/2025,"Bread,Yogurt,Toothpaste,Flour,Grapes,Bananas,Pasta"
967,Joe Cooper,7/22/2025,"Tomatoes,Bread,Juice,Rice,Soap"
968,Melinda Richardson,12/24/2024,"Apples,Grapes,Oil"
969,Janet Lee,5/12/2025,"Carrots,Sugar,Flour"
970,Brittany Carter,2/13/2025,"Coffee,Potatoes,Soap,Cheese"
971,Michael Edwards,1/27/2025,"Tea,Salt,Butter,Yogurt,Carrots,Fish,Toothpaste"
972,Kevin Anthony,12/27/2024,"Cheese,Grapes,Milk"
973,Kimberly Weaver,5/28/2025,"Fish,Bread,Chicken,Shampoo,Bananas,Grapes"
974,Sandra Clark,5/20/2025,"Apples,Milk,Flour,Soap,Yogurt"
975,Jennifer Reese,12/5/2024,"Pasta,Carrots"
976,Hannah Holmes,9/19/2025,"Oranges,Carrots,Toothpaste,Tea"
977,Brenda Owens,11/6/2025,"Coffee,Eggs,Yogurt,Apples,Pasta"
978,Jason Jackson,1/21/2025,"Yogurt,Tomatoes,Cheese,Soap,Chicken,Pasta"
979,Jennifer Walker,10/27/2025,"Butter,Sugar,Cereal,Tomatoes,Salt,Soap"
980,Heather Murphy,8/9/2025,"Apples,Oranges"
981,Richard Morris,1/10/2025,"Bananas,Cheese,Fish"
982,Barbara Kelly,2/17/2025,"Milk,Beef,Bananas,Bread,Fish"
983,Breanna Brady,10/7/2025,"Bread,Butter,Salt,Shampoo,Grapes,Bananas,Potatoes"
984,Samantha Adams,9/6/2025,"Toothpaste,Eggs,Potatoes,Bananas,Oil"
985,David Guerrero,11/25/2024,"Apples,Toothpaste,Bread"
986,Richard Houston,9/2/2025,"Fish,Coffee,Eggs"
987,Courtney Hill,2/5/2025,"Cheese,Beef,Eggs,Toothpaste,Apples,Yogurt"
988,Terrance Watkins,1/5/2025,"Juice,Oil,Onions,Bananas,Eggs,Yogurt"
989,William Mcgee,2/1/2025,"Carrots,Oranges"
990,Manuel Ayala,8/31/2025,"Toothpaste,Juice,Pasta,Grapes,Apples,Carrots"
991,Steven Ruiz,8/16/2025,"Coffee,Oranges,Fish"
992,Anthony May,9/9/2025,"Sugar,Apples,Chicken,Eggs,Oil,Grapes"
993,John Riley,7/29/2025,"Shampoo,Bananas,Yogurt,Apples"
994,Sandra Day,10/5/2025,"Oil,Soap"
995,Sarah Petty,7/24/2025,"Salt,Tomatoes"
996,Joshua Campbell,4/24/2025,"Tomatoes,Oranges,Cheese,Butter,Onions"
997,Julia Harrison,10/22/2025,"Cheese,Oranges,Tea"
998,Thomas Patel,8/7/2025,"Yogurt,Grapes"
999,Jason Rios DDS,5/1/2025,"Cheese,Potatoes"
1000,Jasmine Powell,8/12/2025,"Toothpaste,Coffee,Oil"
1001,Cheryl Dean,8/30/2025,"Bread,Potatoes,Soap,Coffee,Bananas,Sugar"
1002,Chad Boyle,8/7/2025,"Oranges,Flour,Tomatoes,Chicken"
1003,Jimmy Warren,6/8/2025,"Cheese,Rice,Sugar,Apples,Yogurt,Butter"
1004,John Young,4/17/2025,"Toothpaste,Sugar"
1005,Dan West,4/20/2025,"Tea,Apples"
1006,Michael Bryant,2/27/2025,"Juice,Flour,Salt,Soap,Bananas,Toothpaste,Carrots"
1007,Monica Schmidt,11/22/2024,"Coffee,Oranges,Bananas"
1008,Lisa Moore,6/22/2025,"Salt,Cheese,Yogurt,Apples,Flour"
1009,Fernando Miller,9/29/2025,"Salt,Chicken,Sugar,Coffee"
1010,Amber Dorsey,1/5/2025,"Cereal,Soap,Chicken,Fish,Eggs,Oranges"
1011,Michelle Lowe,8/18/2025,"Bread,Coffee,Oil,Soap,Rice,Carrots,Apples"
1012,Amanda Hahn,6/9/2025,"Oil,Oranges,Salt,Juice"
1013,Ashley Reed,4/27/2025,"Yogurt,Butter"
1014,Hector Rivera,8/14/2025,"Chicken,Carrots"
1015,Ryan Conway,11/22/2024,"Potatoes,Yogurt,Bananas"
1016,Allen Johnson,12/11/2024,"Tomatoes,Milk,Bananas,Shampoo,Chicken,Salt,Apples"
1017,Kristin Jimenez,8/12/2025,"Tea,Apples,Beef,Oranges,Juice"
1018,Heidi Munoz,4/25/2025,"Oranges,Eggs,Cereal,Fish,Oil,Grapes,Tea"
1019,Colleen Salinas,1/26/2025,"Yogurt,Oranges,Potatoes,Apples"
1020,Christopher Fitzgerald,2/13/2025,"Flour,Carrots,Cereal,Juice"
1021,Travis Brown,8/6/2025,"Rice,Bananas,Butter"
1022,Michelle Harrison,3/31/2025,"Eggs,Yogurt,Cereal,Rice,Oranges,Bananas"
1023,Abigail Davis,8/2/2025,"Chicken,Yogurt,Onions,Shampoo"
1024,John Colon,3/28/2025,"Toothpaste,Soap,Apples,Tomatoes,Bananas,Cheese,Coffee"
1025,Janice Gonzalez,11/15/2025,"Pasta,Cheese,Apples,Milk,Flour,Sugar,Oranges"
1026,Tanya Weaver,6/27/2025,"Soap,Grapes"
1027,Kevin Garcia,6/2/2025,"Tomatoes,Potatoes,Cereal"
1028,Nicholas Morris,4/4/2025,"Milk,Juice,Soap"
1029,Jackie Hood,1/14/2025,"Coffee,Oranges,Yogurt,Eggs,Bananas,Fish,Juice"
1030,Teresa Tran,3/13/2025,"Eggs,Bread,Oranges"
1031,Jennifer Young,5/28/2025,"Toothpaste,Carrots"
1032,Donald Heath,11/4/2025,"Coffee,Soap,Toothpaste"
1033,Cynthia Green,4/22/2025,"Salt,Tea,Bread,Oranges,Pasta"
1034,Christine Stephens,5/29/2025,"Cereal,Butter,Oil,Oranges,Grapes,Eggs"
1035,Evan Meyer,11/5/2025,"Cereal,Potatoes,Flour"
1036,Eric Collins,5/20/2025,"Bananas,Apples,Pasta,Soap"
1037,Tiffany Frazier,8/18/2025,"Bread,Sugar,Grapes,Cereal,Onions,Juice"
1038,Megan Graham,3/3/2025,"Grapes,Salt"
1039,Patrick Burch,9/16/2025,"Oil,Bananas,Apples,Eggs,Bread,Sugar,Milk"
1040,Angela Robinson MD,4/24/2025,"Oranges,Sugar,Flour,Salt,Coffee"
1041,Amber Lam,4/25/2025,"Shampoo,Flour"
1042,Rebecca Reed,7/6/2025,"Tomatoes,Tea,Cereal,Shampoo,Butter,Rice"
1043,Amanda Lewis,5/26/2025,"Potatoes,Yogurt,Bananas"
1044,Christopher Acosta,1/16/2025,"Oranges,Flour,Butter"
1045,Kelly Stephens,5/31/2025,"Beef,Apples"
1046,Elizabeth Strong,7/31/2025,"Flour,Beef,Soap,Shampoo,Milk"
1047,Suzanne Stevens,6/12/2025,"Rice,Oranges"
1048,Rebecca Anderson,7/22/2025,"Soap,Onions,Oranges"
1049,Travis Williams,11/23/2024,"Milk,Salt,Apples,Fish,Eggs,Cereal"
1050,Eric Lane,12/10/2024,"Cheese,Salt,Oil"
1051,Casey Williams,6/18/2025,"Potatoes,Fish,Rice,Sugar,Bread,Coffee"
1052,Donald Garrett,5/19/2025,"Flour,Eggs,Juice,Salt"
1053,Brenda Adams,1/12/2025,"Eggs,Cheese,Tea,Salt,Tomatoes"
1054,Brandi Hodges,3/23/2025,"Milk,Tomatoes,Toothpaste,Onions,Tea,Bread,Bananas"
1055,Brian Montgomery,3/13/2025,"Onions,Bread,Oil,Cheese,Toothpaste,Fish,Eggs"
1056,Ralph Castillo,6/9/2025,"Fish,Carrots,Flour,Oranges,Bread,Eggs,Tea"
1057,Joshua Perry PhD,7/21/2025,"Carrots,Chicken,Salt,Bananas,Shampoo,Yogurt"
1058,Denise Brown,8/19/2025,"Butter,Bread,Carrots,Coffee"
1059,Michael Benson,6/3/2025,"Bananas,Potatoes"
1060,Angela Yang,7/17/2025,"Butter,Oranges,Onions,Pasta,Shampoo,Cereal,Milk"
1061,Timothy Cruz,7/22/2025,"Salt,Coffee"
1062,Jasmine Porter,12/3/2024,"Cereal,Oil,Beef,Coffee,Grapes"
1063,Rebecca Martinez,5/4/2025,"Sugar,Bread,Potatoes,Toothpaste,Oil"
1064,Alyssa Aguirre,4/16/2025,"Grapes,Flour,Bread,Apples,Carrots"
1065,Tyler Benton,1/6/2025,"Apples,Bananas,Shampoo"
1066,William Cannon,3/21/2025,"Tomatoes,Fish,Coffee,Tea,Butter,Carrots,Cereal"
1067,Terrance Dunn,4/23/2025,"Shampoo,Chicken,Salt,Bananas,Coffee,Apples"
1068,Rebecca Lynch,10/30/2025,"Shampoo,Beef"
1069,Mark Wallace,2/9/2025,"Pasta,Flour,Oranges"
1070,Michael Larson,4/20/2025,"Butter,Tea,Apples,Eggs,Pasta"
1071,Tanya Garcia,5/28/2025,"Grapes,Oil,Bread,Yogurt,Toothpaste"
1072,Robert Woods,7/3/2025,"Potatoes,Oranges,Beef"
1073,Samuel Smith,8/28/2025,"Milk,Sugar,Onions,Cereal,Rice"
1074,Charles Hopkins,2/6/2025,"Eggs,Milk,Soap,Apples"
1075,Christy Acevedo,11/19/2025,"Oranges,Yogurt,Milk"
1076,Kenneth Owens,12/23/2024,"Sugar,Oil,Bananas,Shampoo,Flour,Oranges,Rice"
1077,Catherine Lucero,4/16/2025,"Fish,Coffee,Butter,Oranges,Flour"
1078,Darren Compton,2/26/2025,"Cheese,Bananas,Toothpaste,Tea,Sugar"
1079,Terri Gill,6/27/2025,"Milk,Butter,Grapes,Cereal"
1080,Christine Gray,9/13/2025,"Apples,Shampoo"
1081,Natalie Flores,6/2/2025,"Yogurt,Shampoo"
1082,Michael Calderon,5/5/2025,"Chicken,Oil,Coffee,Onions"
1083,Katherine Davis,5/12/2025,"Onions,Cheese,Chicken,Oil,Soap"
1084,Thomas Gilbert,10/13/2025,"Eggs,Fish,Onions,Yogurt,Cereal,Toothpaste"
1085,Mr. Wayne Gibson,2/8/2025,"Butter,Onions,Soap"
1086,Kathleen Sanchez,11/9/2025,"Juice,Carrots,Milk"
1087,Sean Anderson,4/6/2025,"Yogurt,Salt,Tea"
1088,David Duran,6/14/2025,"Yogurt,Flour,Cheese,Soap"
1089,Christina Floyd,8/20/2025,"Beef,Salt,Potatoes,Eggs"
1090,Ryan Allen,8/24/2025,"Bread,Fish,Beef"
1091,Jackie Nelson,10/15/2025,"Tea,Cereal,Potatoes,Toothpaste"
1092,Michelle Robinson,3/11/2025,"Juice,Sugar,Shampoo,Eggs,Bananas,Rice"
1093,Mark Morris,1/25/2025,"Milk,Tea,Onions"
1094,Brett Clark,3/7/2025,"Sugar,Beef,Cheese"
1095,Lisa Mccoy,9/21/2025,"Toothpaste,Coffee,Onions,Yogurt,Juice"
1096,Melissa Bryan,5/4/2025,"Pasta,Grapes,Carrots,Tea,Coffee"
1097,Kevin Thompson,10/8/2025,"Eggs,Cheese,Grapes,Tomatoes,Bananas"
1098,Kathy Guzman,10/28/2025,"Milk,Sugar,Bananas,Toothpaste"
1099,Monica Francis,7/15/2025,"Coffee,Grapes,Cheese"
1100,Xavier Wheeler,2/4/2025,"Bread,Milk"
1101,Matthew Jenkins,8/27/2025,"Milk,Potatoes"
1102,Michael Valencia,6/4/2025,"Coffee,Soap"
1103,Lisa Bonilla,9/21/2025,"Carrots,Rice,Grapes"
1104,Nicole Shepherd,10/4/2025,"Tomatoes,Toothpaste"
1105,Stacey Vega,6/24/2025,"Milk,Potatoes,Onions"
1106,Derek Lee,4/19/2025,"Grapes,Cereal,Oil,Onions,Shampoo,Chicken"
1107,Lisa Mccall,3/3/2025,"Milk,Fish,Pasta,Butter,Shampoo"
1108,Sheena Davis,12/14/2024,"Chicken,Flour,Eggs"
1109,Kenneth Clark,3/3/2025,"Pasta,Onions,Shampoo"
1110,Renee Brown,8/5/2025,"Toothpaste,Fish,Beef"
1111,Geoffrey Hernandez,8/6/2025,"Beef,Coffee"
1112,Tracey Rasmussen,1/18/2025,"Beef,Eggs,Shampoo,Yogurt"
1113,Angela Webster,8/10/2025,"Toothpaste,Apples,Oil,Fish"
1114,Debra Lara,7/15/2025,"Potatoes,Tea,Bread"
1115,Jessica White,10/25/2025,"Butter,Juice,Toothpaste,Carrots,Soap"
1116,Samantha Rivera,8/14/2025,"Oil,Tea,Cheese,Chicken,Potatoes,Butter"
1117,Anna Morgan,9/27/2025,"Bread,Chicken,Carrots,Sugar"
1118,Dr. Anthony Andersen,11/2/2025,"Yogurt,Toothpaste,Soap,Coffee"
1119,Alexis Rios,5/29/2025,"Oil,Butter,Flour,Cheese,Grapes,Tea,Bananas"
1120,Tammy Campbell,12/30/2024,"Pasta,Chicken,Tea"
1121,Lisa Randall,6/15/2025,"Sugar,Rice,Eggs,Chicken"
1122,Mr. Christopher Houston,1/31/2025,"Apples,Oranges,Bread,Yogurt"
1123,James Cook,8/8/2025,"Juice,Sugar,Grapes"
1124,Phillip Anderson,2/19/2025,"Grapes,Flour,Fish,Salt,Apples,Shampoo,Butter"
1125,Susan Lowe,7/24/2025,"Oranges,Bread,Tomatoes,Fish,Sugar,Apples"
1126,Jessica Watts,9/30/2025,"Pasta,Tomatoes,Beef,Flour,Salt,Oil,Yogurt"
1127,Mrs. Ruth Rodriguez,7/13/2025,"Onions,Butter"
1128,Cody Bird,1/17/2025,"Oranges,Juice,Soap,Carrots,Pasta,Shampoo,Oil"
1129,Roger Flynn,11/16/2025,"Carrots,Eggs,Butter"
1130,Jamie Kirk,6/26/2025,"Beef,Juice,Salt,Carrots,Butter,Pasta,Toothpaste"
1131,Jose Armstrong,1/9/2025,"Pasta,Yogurt,Salt,Bread"
1132,Christopher Wise,2/10/2025,"Sugar,Bread,Grapes,Flour"
1133,Brooke Hall,8/21/2025,"Pasta,Butter"
1134,Alyssa Cobb,1/24/2025,"Salt,Flour,Fish,Potatoes,Rice,Apples,Grapes"
1135,Rodney Johnson,3/21/2025,"Grapes,Shampoo,Potatoes,Yogurt"
1136,Daniel Maldonado,7/2/2025,"Salt,Oranges,Milk,Fish,Soap,Eggs,Bread"
1137,Leroy Lam,8/3/2025,"Tomatoes,Yogurt"
1138,Sharon Hernandez,11/26/2024,"Grapes,Tomatoes,Bread"
1139,Angela Morales,10/29/2025,"Yogurt,Shampoo"
1140,David Gardner,6/20/2025,"Cereal,Soap,Onions"
1141,Allen Day,11/2/2025,"Oranges,Salt,Soap"
1142,Mr. Timothy Richardson,11/27/2024,"Oranges,Cheese,Soap,Grapes,Onions,Toothpaste"
1143,Kaylee Rodriguez,12/18/2024,"Grapes,Salt,Sugar,Oranges"
1144,Heather Smith,12/11/2024,"Shampoo,Cereal,Fish,Apples,Rice,Pasta,Yogurt"
1145,Jeffery Hicks,5/2/2025,"Fish,Potatoes,Cheese"
1146,Sandra Garcia,12/30/2024,"Grapes,Milk,Toothpaste,Chicken,Soap,Eggs,Tea"
1147,Robert Griffin,1/20/2025,"Cereal,Tomatoes,Milk,Sugar,Coffee"
1148,Aaron Morrison,4/17/2025,"Bananas,Coffee,Chicken,Shampoo,Yogurt,Cheese,Apples"
1149,Mike Rivera,7/12/2025,"Chicken,Tea,Soap,Fish,Beef"
1150,Chad Cruz,6/18/2025,"Bananas,Chicken,Toothpaste"
1151,Brenda Adkins,1/13/2025,"Oranges,Soap,Bananas,Eggs"
1152,Benjamin Gray,10/22/2025,"Soap,Oil"
1153,Steve Brown,4/9/2025,"Bread,Oil,Oranges,Flour,Chicken,Yogurt,Coffee"
1154,Donna Liu,9/23/2025,"Pasta,Onions,Oil"
1155,Mr. Christopher Stewart,11/5/2025,"Carrots,Oil,Cereal,Butter"
1156,Lisa Smith,9/4/2025,"Pasta,Soap"
1157,Tammy Ramirez,4/17/2025,"Flour,Beef,Milk,Onions"
1158,William Holmes,2/24/2025,"Potatoes,Cheese,Salt"
1159,Robert Bright,5/28/2025,"Shampoo,Chicken,Eggs,Toothpaste,Potatoes,Salt"
1160,Mr. Michael Kennedy,6/30/2025,"Tomatoes,Soap,Shampoo"
1161,Janet Martinez,1/18/2025,"Tea,Cereal,Soap"
1162,Jamie Huff,7/20/2025,"Yogurt,Onions,Sugar,Juice,Cereal,Coffee"
1163,Yolanda Ford,10/5/2025,"Bananas,Flour"
1164,Robert Gilmore,9/2/2025,"Bananas,Oil,Milk,Beef,Butter"
1165,Mary Meyer,4/8/2025,"Tea,Bread,Flour"
1166,Daniel Gray,4/30/2025,"Milk,Soap,Salt,Flour"
1167,Cynthia Velazquez,10/13/2025,"Chicken,Oil,Carrots,Onions,Yogurt,Salt,Apples"
1168,Kristen Carter,1/8/2025,"Coffee,Oil,Soap,Carrots,Potatoes,Bananas,Milk"
1169,Julie Snow,5/26/2025,"Cheese,Bread,Toothpaste"
1170,Amy Tyler,1/7/2025,"Salt,Rice,Bananas,Butter,Potatoes,Juice,Pasta"
1171,Chelsea Lyons,7/8/2025,"Rice,Soap,Coffee,Apples"
1172,Angela Cole,2/3/2025,"Grapes,Cereal,Juice,Eggs,Beef,Toothpaste,Apples"
1173,Vernon Patterson,4/13/2025,"Apples,Bread"
1174,Jill Rose,10/23/2025,"Butter,Cereal,Rice,Oranges"
1175,Sharon Walker,2/22/2025,"Coffee,Milk,Cheese,Yogurt,Flour,Juice,Bread"
1176,Lauren Simpson,6/27/2025,"Chicken,Tomatoes"
1177,Jennifer Hull,9/14/2025,"Milk,Cereal,Shampoo,Salt,Cheese,Bread"
1178,James Pearson,7/22/2025,"Bread,Cheese,Juice"
1179,Andre Adams,4/14/2025,"Bread,Butter"
1180,Samuel Mendoza,7/28/2025,"Oranges,Potatoes,Fish"
1181,Megan Mccullough,1/9/2025,"Pasta,Flour,Chicken,Sugar"
1182,Jacqueline Barnes,8/18/2025,"Carrots,Cheese,Apples,Potatoes,Salt"
1183,Jennifer Kemp,1/26/2025,"Butter,Toothpaste,Apples"
1184,Victoria Schaefer,6/6/2025,"Chicken,Tea,Grapes,Carrots,Oranges"
1185,Jessica Ellis,12/7/2024,"Shampoo,Milk,Coffee"
1186,Laura Nelson,10/2/2025,"Beef,Butter,Soap,Bread,Carrots"
1187,Deanna Holmes,4/3/2025,"Rice,Apples,Bread,Tomatoes,Oil"
1188,Rebecca Lawrence,5/12/2025,"Tomatoes,Shampoo,Salt,Soap,Beef"
1189,Virginia Fernandez,8/21/2025,"Chicken,Rice,Butter,Beef,Onions,Oil,Salt"
1190,Sara Silva,10/29/2025,"Beef,Carrots,Toothpaste,Chicken"
1191,Stacy Davis,2/26/2025,"Tea,Salt,Yogurt,Oil"
1192,Stacy Turner,10/25/2025,"Grapes,Yogurt,Butter,Toothpaste,Oranges,Milk"
1193,William Bishop,5/31/2025,"Shampoo,Tea,Oranges,Apples,Salt"
1194,Ashley Tucker,10/12/2025,"Cereal,Bananas"
1195,Russell Brown,12/3/2024,"Flour,Grapes"
1196,Adrienne Patel,5/13/2025,"Grapes,Rice,Butter"
1197,Brandon Campos Jr.,10/13/2025,"Eggs,Onions,Oil,Chicken"
1198,Jennifer Lyons,4/15/2025,"Beef,Butter,Eggs,Bananas,Shampoo,Bread"
1199,Suzanne Roberts,10/7/2025,"Tomatoes,Sugar,Shampoo,Butter,Apples"
1200,Brent Butler,3/24/2025,"Juice,Pasta,Cereal,Beef,Carrots,Shampoo,Bread"
1201,Christopher Lopez,9/10/2025,"Onions,Juice"
1202,Carol Fowler,3/3/2025,"Chicken,Salt,Beef,Flour,Bananas,Juice"
1203,Amanda Johnson,6/18/2025,"Salt,Fish,Tomatoes"
1204,Joel Hernandez,10/3/2025,"Yogurt,Bananas"
1205,Laurie White,2/8/2025,"Pasta,Oranges,Cereal,Flour,Potatoes"
1206,Juan Schaefer,9/23/2025,"Cheese,Tomatoes"
1207,Scott Carr,9/5/2025,"Soap,Potatoes,Bread,Oil,Oranges,Apples"
1208,Christina Ross,5/9/2025,"Bread,Eggs"
1209,Christina Little,3/15/2025,"Salt,Shampoo,Flour,Sugar,Juice"
1210,Robert Montgomery PhD,3/14/2025,"Bananas,Tea,Salt,Pasta"
1211,Lawrence Johnson,4/12/2025,"Carrots,Shampoo"
1212,Brittany May,7/30/2025,"Grapes,Shampoo"
1213,Nathan Atkinson,12/21/2024,"Toothpaste,Oil,Salt"
1214,Christina Shields,12/26/2024,"Coffee,Oil,Toothpaste,Tomatoes,Sugar"
1215,Mrs. Samantha Estrada,4/23/2025,"Coffee,Cereal,Yogurt,Shampoo,Chicken,Bananas,Butter"
1216,Jerry Thomas,1/17/2025,"Juice,Yogurt,Rice,Sugar"
1217,Kevin Hayes,12/21/2024,"Grapes,Butter,Coffee,Milk,Shampoo,Tea"
1218,Alex Obrien,6/18/2025,"Tea,Fish,Tomatoes,Grapes"
1219,Dr. Tony Hernandez PhD,2/6/2025,"Potatoes,Rice"
1220,Andrea Turner,4/5/2025,"Fish,Milk,Rice,Apples,Oil"
1221,Michelle Robinson,12/9/2024,"Fish,Chicken,Oranges,Yogurt,Oil"
1222,Monica Mendez,8/14/2025,"Yogurt,Salt"
1223,Catherine Morrow,4/18/2025,"Milk,Beef"
1224,Corey Chavez,5/12/2025,"Chicken,Oranges,Soap,Sugar,Coffee,Salt,Juice"
1225,Wesley Glass,2/12/2025,"Juice,Yogurt,Soap,Pasta,Fish,Toothpaste"
1226,Brandi Quinn,1/14/2025,"Sugar,Rice,Salt,Coffee,Butter"
1227,David Douglas,8/30/2025,"Bread,Coffee,Fish"
1228,Nancy Carpenter,7/11/2025,"Toothpaste,Shampoo,Flour"
1229,Timothy Richards,9/8/2025,"Eggs,Oil"
1230,Christine Rogers,8/16/2025,"Carrots,Butter,Onions,Oil"
1231,Taylor Thomas,5/11/2025,"Oil,Chicken,Toothpaste"
1232,April Scott,4/30/2025,"Grapes,Butter"
1233,Eric Pacheco,2/22/2025,"Beef,Pasta"
1234,Elizabeth Hendrix,3/27/2025,"Soap,Milk,Tomatoes,Toothpaste,Flour"
1235,Frank Riley,9/7/2025,"Potatoes,Soap,Butter,Grapes,Milk,Cheese,Shampoo"
1236,Kirsten Bailey,3/24/2025,"Bananas,Milk,Yogurt"
1237,Mr. Martin Garcia MD,12/28/2024,"Toothpaste,Yogurt,Eggs,Carrots,Cheese"
1238,Chelsey Lee,1/1/2025,"Coffee,Salt"
1239,Ray Johnson,3/20/2025,"Cereal,Bread,Oranges,Sugar"
1240,Rhonda Green,10/23/2025,"Pasta,Oranges,Cheese,Oil,Salt,Fish"
1241,Jeffery Flowers,6/19/2025,"Eggs,Soap,Cereal,Fish"
1242,Kristin Johnson,5/27/2025,"Shampoo,Salt,Pasta"
1243,Frank Mosley,5/3/2025,"Potatoes,Toothpaste,Bread,Grapes,Oil"
1244,Jessica Torres,5/19/2025,"Cereal,Oranges,Milk,Carrots"
1245,Elizabeth Dillon,6/23/2025,"Juice,Salt,Soap,Oranges,Carrots,Bread,Flour"
1246,Ashley Ryan,7/29/2025,"Bread,Eggs,Fish,Oranges,Rice"
1247,Emily Mcdonald,9/30/2025,"Salt,Shampoo,Yogurt,Apples,Juice,Potatoes"
1248,Charles Burns,12/6/2024,"Salt,Coffee,Yogurt,Butter,Cereal"
1249,Melinda Stone,6/14/2025,"Chicken,Carrots,Tea,Eggs"
1250,Michael Martinez,6/12/2025,"Butter,Fish,Bananas,Beef,Rice"
1251,Michael Yang,11/25/2024,"Chicken,Shampoo,Eggs,Bread"
